ManufacturerName,CustomerName,City,State,INVOICE#,BRANCH,LINE,ALT1,UPC,EAN,LIST,COST,SERIAL,DEPOT,SHIP.ZIP,SPLIT,Stockcode,ItemDesc,QuantityOrd,SaleDate,Amount,PURCH GRP,PCODE,TransferOrNot
Legend,FW Webb,SALEM,MA,80481645,2,LEG,LEG102-614,662545000992,,22.32,8.035,,Y,01970,,LEG34GBV,"B/V T-3001 BLU TOP GAS MA CODE 3/4"" F",1,1/26/2026,8.04,LEG22,G,Transfer
Legend,FW Webb,SALEM,MA,80481645,2,LEG,LEG102-615,662545001005,,46,16.56,,Y,01970,,102-615,"B/V T-3001 BLU TOP GAS MA CODE 1"" F",1,1/26/2026,16.56,LEG22,G,Transfer
Legend,FW Webb,SALEM,MA,80481714,2,LEG,LEG313-206NL,662545084268,,118.34,42.602,,Y,01970,,313-206NL,"ADPT T-4300NL LF BRZ 1-1/4"" PK JNT CTSxM",1,1/26/2026,42.6,LEG04,K,Transfer
Legend,FW Webb,SALEM,MA,80481714,2,LEG,LEG313-406,662545021355,,6.62,2.383,,Y,01970,,LEG114T4500,"INS STIFNR T-4500 SS 1-1/4"" CTS AND 1"" IPS",1,1/26/2026,2.38,LEG04,K,Transfer
Legend,FW Webb,HYANNIS,MA,80482682,3,LEG,LEG102-613,662545000985,,14.31,5.152,,Y,02601,,LEG12GBV,"B/V T-3001 BLU TOP GAS MA CODE 1/2"" F",2,1/26/2026,10.3,LEG22,G,Transfer
Legend,FW Webb,HYANNIS,MA,80482717,3,LEG,LEG102-614,662545000992,,22.32,8.035,,Y,02601,,LEG34GBV,"B/V T-3001 BLU TOP GAS MA CODE 3/4"" F",1,1/26/2026,8.04,LEG22,G,Transfer
Legend,FW Webb,HYANNIS,MA,80482717,3,LEG,LEG102-613,662545000985,,14.31,5.152,,Y,02601,,LEG12GBV,"B/V T-3001 BLU TOP GAS MA CODE 1/2"" F",1,1/26/2026,5.15,LEG22,G,Transfer
Legend,FW Webb,NASHUA,NH,80480764,4,LEG,LEG313-218NL,662545084367,,295.08,106.229,,Y,03062,,313-218NL,"CPLG T-4301NL 2"" CTS PK JNT LF BRZ",2,1/26/2026,212.46,LEG04,K,Transfer
Legend,FW Webb,NASHUA,NH,80480825,4,LEG,LEG500-12-10B,662545125114,,6.21,0.224,,,03062,,500-12-10B,"PEX TBNG PE-RT STICK 1/2""x10' BLU F1807",10,1/26/2026,2.24,LEG88,P,Transfer
Legend,FW Webb,NASHUA,NH,80480825,4,LEG,LEG500-12-20B,662545117935,,12.43,0.224,,,03062,,500-12-20B,"PEX TBNG PE-RT STICK 1/2""x20' BLU F1807",20,1/26/2026,4.48,LEG88,P,Transfer
Legend,FW Webb,NASHUA,NH,80480863,4,LEG,LEG102-613,662545000985,,14.31,5.152,,Y,03062,,LEG12GBV,"B/V T-3001 BLU TOP GAS MA CODE 1/2"" F",3,1/26/2026,15.46,LEG22,G,Transfer
Legend,FW Webb,NASHUA,NH,80480894,4,LEG,LEG500-12-10R,662545125121,,6.21,0.224,,,03062,,500-12-10R,"PEX TBNG PE-RT STICK 1/2""x10' RED F1807",20,1/26/2026,4.47,LEG88,P,Transfer
Legend,FW Webb,NASHUA,NH,80480894,4,LEG,LEG500-12-10B,662545125114,,6.21,0.224,,,03062,,500-12-10B,"PEX TBNG PE-RT STICK 1/2""x10' BLU F1807",20,1/26/2026,4.47,LEG88,P,Transfer
Legend,FW Webb,NORTHAMPTON,MA,80483240,5,LEG,LEG102-613,662545000985,,14.31,5.152,,Y,01060,,LEG12GBV,"B/V T-3001 BLU TOP GAS MA CODE 1/2"" F",1,1/26/2026,5.15,LEG22,G,Transfer
Legend,FW Webb,NORTHAMPTON,MA,80483205,5,LEG,LEG500-12-20R,662545117959,,12.43,0.224,,,01060,,500-12-20R,"PEX TBNG PE-RT STICK 1/2""x20' RED F1807",20,1/26/2026,4.48,LEG88,P,Transfer
Legend,FW Webb,NORTHAMPTON,MA,80483205,5,LEG,LEG500-12-20B,662545117935,,12.43,0.224,,,01060,,500-12-20B,"PEX TBNG PE-RT STICK 1/2""x20' BLU F1807",20,1/26/2026,4.48,LEG88,P,Transfer
Legend,FW Webb,NORTHAMPTON,MA,80483235,5,LEG,LEG313-205NL,662545084251,,68.32,24.595,,Y,01060,,313-205NL,"ADPT T-4300NL LF BRZ 1"" PK JNT CTSxM",1,1/26/2026,24.6,LEG04,K,Transfer
Legend,FW Webb,PITTSFIELD,MA,80484440,7,LEG,LEG102-614,662545000992,,22.32,8.035,,Y,01201,,LEG34GBV,"B/V T-3001 BLU TOP GAS MA CODE 3/4"" F",2,1/26/2026,16.07,LEG22,G,Transfer
Legend,FW Webb,PITTSFIELD,MA,80484441,7,LEG,LEG102-613,662545000985,,14.31,5.152,,Y,01201,,LEG12GBV,"B/V T-3001 BLU TOP GAS MA CODE 1/2"" F",1,1/26/2026,5.15,LEG22,G,Transfer
Legend,FW Webb,LOWELL,MA,80481264,8,LEG,LEG500-12-20B,662545117935,,12.43,0.224,,,01851,,500-12-20B,"PEX TBNG PE-RT STICK 1/2""x20' BLU F1807",20,1/26/2026,4.48,LEG88,P,Transfer
Legend,FW Webb,LOWELL,MA,80481296,8,LEG,LEG102-618,662545006079,,147.39,53.06,,Y,01851,,102-618,"B/V T-3001 BLU TOP GAS MA CODE 2"" F",-1,1/26/2026,-53.06,LEG22,G,Transfer
Legend,FW Webb,SOUTH PORTLAND,ME,80484062,9,LEG,LEG102-615,662545001005,,46,16.56,,Y,04106,,102-615,"B/V T-3001 BLU TOP GAS MA CODE 1"" F",1,1/26/2026,16.56,LEG22,G,Transfer
Legend,FW Webb,SOUTH PORTLAND,ME,80484119,9,LEG,LEG301-104PNL,662545136363,,39.9,14.795,,Y,04106,,301-104PNL,"D/U P-571-NL 3/4"" LF STL PRSxF",2,1/26/2026,29.59,LEG12,P,Transfer
Legend,FW Webb,SOUTH PORTLAND,ME,80483920,9,LEG,LEG105-705PNL,662545138428,,45.34,17.138,,Y,04106,,105-705PNL,"Y STRNR P-16NL 1"" PRS LF BRS 20MSH",1,1/26/2026,17.14,LEG01,P,Transfer
Legend,FW Webb,SCARBOROUGH,ME,80483965,9,LEG,LEG355-402,662545095905,,65.26,23.494,,,04074,,355-402,"HDR BLR 1-1/4""X3/4"" 2ZN",-1,1/26/2026,-23.49,LEG28,H,Transfer
Legend,FW Webb,AUGUSTA,ME,80480377,10,LEG,LEG500-12-100R,662545117980,,55.91,20.128,,Y,04330-5008,Y,500-12-100R,"PEX TBNG PE-RT COIL 1/2""X100' RED F1807",2,1/26/2026,40.26,LEG88,P,Transfer
Legend,FW Webb,AUGUSTA,ME,80480377,10,LEG,LEG500-12-100B,662545117973,,55.91,20.128,,Y,04330-5008,Y,500-12-100B,"PEX TBNG PE-RT COIL 1/2""X100' BLU F1807",2,1/26/2026,40.26,LEG88,P,Transfer
Legend,FW Webb,AUGUSTA,ME,80480377,10,LEG,LEG500-34-100R,662545118130,,103.17,37.141,,Y,04330-5008,Y,500-34-100R,"PEX TBNG PE-RT COIL 3/4""x100' RED F1807",2,1/26/2026,74.28,LEG88,P,Transfer
Legend,FW Webb,AUGUSTA,ME,80480377,10,LEG,LEG500-34-100B,662545118123,,103.17,37.141,,Y,04330-5008,Y,500-34-100B,"PEX TBNG PE-RT COIL 3/4""X100' BLU F1807",2,1/26/2026,74.28,LEG88,P,Transfer
Legend,FW Webb,NORTH HAMPTON,NH,80482851,11,LEG,LEG102-613,662545000985,,14.31,5.152,,Y,03862,,LEG12GBV,"B/V T-3001 BLU TOP GAS MA CODE 1/2"" F",1,1/26/2026,5.15,LEG22,G,Transfer
Legend,FW Webb,DOVER,NH,80482812,11,LEG,LEG500-34-20R,662545118109,,22.93,0.413,,,03820,,500-34-20R,"PEX TBNG PE-RT STICK 3/4""x20' RED F1807",20,1/26/2026,8.26,LEG88,P,Transfer
Legend,FW Webb,DOVER,NH,80482812,11,LEG,LEG500-34-20B,662545118093,,22.93,0.413,,,03820,,500-34-20B,"PEX TBNG PE-RT STICK 3/4""X20' BLU F1807",20,1/26/2026,8.26,LEG88,P,Transfer
Legend,FW Webb,DOVER,NH,80482842,11,LEG,LEG500-12-10B,662545125114,,6.21,0.224,,,03820,,500-12-10B,"PEX TBNG PE-RT STICK 1/2""x10' BLU F1807",10,1/26/2026,2.24,LEG88,P,Transfer
Legend,FW Webb,DOVER,NH,80482842,11,LEG,LEG500-34-10B,662545125152,,11.47,0.413,,,03820,,500-34-10B,"PEX TBNG PE-RT STICK 3/4""x10' BLU F1807",60,1/26/2026,24.77,LEG88,P,Transfer
Legend,FW Webb,DOVER,NH,80482916,11,LEG,LEG102-613,662545000985,,14.31,5.152,,Y,03820,,LEG12GBV,"B/V T-3001 BLU TOP GAS MA CODE 1/2"" F",1,1/26/2026,5.15,LEG22,G,Transfer
Legend,FW Webb,DOVER,NH,80482930,11,LEG,LEG500-12-10R,662545125121,,6.21,0.224,,,03820,,500-12-10R,"PEX TBNG PE-RT STICK 1/2""x10' RED F1807",10,1/26/2026,2.24,LEG88,P,Transfer
Legend,FW Webb,HAMPDEN,ME,80480018,12,LEG,LEG500-12-100B,662545117973,,55.91,20.531,,Y,04444,,500-12-100B,"PEX TBNG PE-RT COIL 1/2""X100' BLU F1807",1,1/26/2026,20.53,LEG88,P,Transfer
Legend,FW Webb,HAMPDEN,ME,80480018,12,LEG,LEG500-34-100R,662545118130,,103.17,37.884,,Y,04444,,500-34-100R,"PEX TBNG PE-RT COIL 3/4""x100' RED F1807",1,1/26/2026,37.88,LEG88,P,Transfer
Legend,FW Webb,HAMPDEN,ME,80480018,12,LEG,LEG500-34-100B,662545118123,,103.17,37.884,,Y,04444,,500-34-100B,"PEX TBNG PE-RT COIL 3/4""X100' BLU F1807",1,1/26/2026,37.88,LEG88,P,Transfer
Legend,FW Webb,DENNYSVILLE,ME,80480029,12,LEG,LEG301-104PNL,662545136363,,39.9,14.364,,Y,04628,,301-104PNL,"D/U P-571-NL 3/4"" LF STL PRSxF",4,1/26/2026,57.46,LEG12,P,Transfer
Legend,FW Webb,HAMPDEN,ME,80479924,12,LEG,LEG500-12-500R,662545118048,,279.57,102.658,,Y,04444,,500-12-500R,"PEX TBNG PE-RT COIL 1/2""x500' RED F1807",2,1/26/2026,205.32,LEG88,P,Transfer
Legend,FW Webb,HAMPDEN,ME,80479924,12,LEG,LEG500-12-500B,662545118031,,279.57,102.658,,Y,04444,,500-12-500B,"PEX TBNG PE-RT COIL 1/2""x500' BLU F1807",4,1/26/2026,410.63,LEG88,P,Transfer
Legend,FW Webb,BARRE,VT,80484566,15,LEG,LEG500-34-20B,662545118093,,22.93,0.413,,,05641,,500-34-20B,"PEX TBNG PE-RT STICK 3/4""X20' BLU F1807",20,1/26/2026,8.26,LEG88,P,Transfer
Legend,FW Webb,QUEENSBURY,NY,80482380,16,LEG,LEG102-614,662545000992,,22.32,8.035,,Y,12804,,LEG34GBV,"B/V T-3001 BLU TOP GAS MA CODE 3/4"" F",3,1/26/2026,24.11,LEG22,G,Transfer
Legend,FW Webb,QUEENSBURY,NY,80482380,16,LEG,LEG102-615,662545001005,,46,16.56,,Y,12804,,102-615,"B/V T-3001 BLU TOP GAS MA CODE 1"" F",1,1/26/2026,16.56,LEG22,G,Transfer
Legend,FW Webb,RUTLAND,VT,80482584,17,LEG,LEG302-203,662545004563,,13.75,4.95,,Y,05701,,302-203,"TEE T-570 MONOFLOW 3/4x1/2"" SWT BRZ",1,1/26/2026,4.95,LEG28,H,Transfer
Legend,FW Webb,ALBANY,NY,80479365,19,LEG,LEG301-108PNL,662545136400,,180.6,65.016,,Y,12204-2589,,301-108PNL,"D/U P-571-NL 2"" LF STL PRSxF",2,1/26/2026,130.03,LEG12,P,Transfer
Legend,FW Webb,PLYMOUTH,MA,80482419,24,LEG,LEG313-406,662545021355,,6.62,2.383,,Y,02360-3104,,LEG114T4500,"INS STIFNR T-4500 SS 1-1/4"" CTS AND 1"" IPS",3,1/26/2026,7.15,LEG04,K,Transfer
Legend,FW Webb,PLYMOUTH,MA,80482419,24,LEG,LEG313-206NL,662545084268,,118.34,42.602,,Y,02360-3104,,313-206NL,"ADPT T-4300NL LF BRZ 1-1/4"" PK JNT CTSxM",3,1/26/2026,127.81,LEG04,K,Transfer
Legend,FW Webb,PLYMOUTH,MA,80482422,24,LEG,LEG102-613,662545000985,,14.31,5.152,,Y,02360-3104,,LEG12GBV,"B/V T-3001 BLU TOP GAS MA CODE 1/2"" F",1,1/26/2026,5.15,LEG22,G,Transfer
Legend,FW Webb,PRESQUE ISLE,ME,80479767,30,LEG,LEG500-12-100B,662545117973,,55.91,20.128,,Y,04769,,500-12-100B,"PEX TBNG PE-RT COIL 1/2""X100' BLU F1807",1,1/26/2026,20.13,LEG88,P,Transfer
Legend,FW Webb,BRATTLEBORO,VT,80482104,33,LEG,LEG508-261,662545116846,,510.31,183.712,,Y,05301,,508-261,"CINCH TOOL RCHT 1/2 TO 1""",1,1/26/2026,183.71,LEG29,T,Transfer
Legend,FW Webb,BALLSTON SPA,NY,80479049,35,LEG,LEG114-913PNL,662545138374,,25.15,10.06,,Y,12020,,114-913PNL,"STR STP 1/2x3/8"" LF BRS PRSxCMPRN CP B/V",5,1/26/2026,50.3,LEG91,P,Transfer
Legend,FW Webb,CLIFTON PARK,NY,80479054,35,LEG,LEG102-614,662545000992,,22.32,8.035,,Y,12065,,LEG34GBV,"B/V T-3001 BLU TOP GAS MA CODE 3/4"" F",1,1/26/2026,8.04,LEG22,G,Transfer
Legend,FW Webb,CLIFTON PARK,NY,80479069,35,LEG,LEG102-614,662545000992,,22.32,8.035,,Y,12065,,LEG34GBV,"B/V T-3001 BLU TOP GAS MA CODE 3/4"" F",1,1/26/2026,8.04,LEG22,G,Transfer
Legend,FW Webb,CLIFTON PARK,NY,80479013,35,LEG,LEG102-614,662545000992,,22.32,8.035,,Y,12065,,LEG34GBV,"B/V T-3001 BLU TOP GAS MA CODE 3/4"" F",1,1/26/2026,8.04,LEG22,G,Transfer
Legend,FW Webb,CLIFTON PARK,NY,80479035,35,LEG,LEG102-613,662545000985,,14.31,5.152,,Y,12065,,LEG12GBV,"B/V T-3001 BLU TOP GAS MA CODE 1/2"" F",1,1/26/2026,5.15,LEG22,G,Transfer
Legend,FW Webb,CLIFTON PARK,NY,80479088,35,LEG,LEG102-613,662545000985,,14.31,5.152,,Y,12065,,LEG12GBV,"B/V T-3001 BLU TOP GAS MA CODE 1/2"" F",2,1/26/2026,10.3,LEG22,G,Transfer
Legend,FW Webb,CLIFTON PARK,NY,80479014,35,LEG,LEG102-613,662545000985,,14.31,5.152,,Y,12065,,LEG12GBV,"B/V T-3001 BLU TOP GAS MA CODE 1/2"" F",1,1/26/2026,5.15,LEG22,G,Transfer
Legend,FW Webb,FALL RIVER,MA,80483665,37,LEG,LEG500-12-300R,662545118017,,167.74,60.386,,Y,02723,,500-12-300R,"PEX TBNG PE-RT COIL 1/2""x300' RED F1807",1,1/26/2026,60.39,LEG88,P,Transfer
Legend,FW Webb,FALL RIVER,MA,80483665,37,LEG,LEG500-12-100R,662545117980,,55.91,20.128,,Y,02723,,500-12-100R,"PEX TBNG PE-RT COIL 1/2""X100' RED F1807",1,1/26/2026,20.13,LEG88,P,Transfer
Legend,FW Webb,BRIDGEWATER,MA,80483671,37,LEG,LEG102-614,662545000992,,22.32,8.035,,Y,02324,,LEG34GBV,"B/V T-3001 BLU TOP GAS MA CODE 3/4"" F",1,1/26/2026,8.04,LEG22,G,Transfer
Legend,FW Webb,BRIDGEWATER,MA,80483416,37,LEG,LEG102-514,662545001050,,33.4,12.024,,Y,02324,,102-514,"B/V T-3100 BLU TOP GAS W/SDTAP 3/4"" F",2,1/26/2026,24.05,LEG22,G,Transfer
Legend,FW Webb,RAYNHAM,MA,80483432,37,LEG,LEG102-613,662545000985,,14.31,5.152,,Y,02767,,LEG12GBV,"B/V T-3001 BLU TOP GAS MA CODE 1/2"" F",-2,1/26/2026,-10.3,LEG22,G,Transfer
Legend,FW Webb,RAYNHAM,MA,80483432,37,LEG,LEG102-614,662545000992,,22.32,8.035,,Y,02767,,LEG34GBV,"B/V T-3001 BLU TOP GAS MA CODE 3/4"" F",-1,1/26/2026,-8.04,LEG22,G,Transfer
Legend,FW Webb,BRIDGEWATER,MA,80483437,37,LEG,LEG102-613,662545000985,,14.31,5.152,,Y,02324,,LEG12GBV,"B/V T-3001 BLU TOP GAS MA CODE 1/2"" F",1,1/26/2026,5.15,LEG22,G,Transfer
Legend,FW Webb,SPRINGFIELD,VT,80484393,40,LEG,LEG114-913PNL,662545138374,,25.15,10.06,,Y,05156-9165,,114-913PNL,"STR STP 1/2x3/8"" LF BRS PRSxCMPRN CP B/V",3,1/26/2026,30.18,LEG91,P,Transfer
Legend,FW Webb,ROCKLAND,ME,80480983,41,LEG,LEG102-312,662545000923,,23.88,8.597,,Y,04841,,102-312,"B/V T-3000 BLU TOP GAS 3/8"" FLRE",2,1/26/2026,17.19,LEG22,G,Transfer
Legend,FW Webb,ROCKLAND,ME,80480974,41,LEG,LEG114-913PNL,662545138374,,25.15,10.06,,Y,04841,,114-913PNL,"STR STP 1/2x3/8"" LF BRS PRSxCMPRN CP B/V",6,1/26/2026,60.36,LEG91,P,Transfer
Legend,FW Webb,ROCKLAND,ME,80480984,41,LEG,LEG102-614,662545000992,,22.32,8.035,,Y,04841,,LEG34GBV,"B/V T-3001 BLU TOP GAS MA CODE 3/4"" F",-1,1/26/2026,-8.04,LEG22,G,Transfer
Legend,FW Webb,FREEPORT,ME,80483367,42,LEG,LEG313-206NL,662545084268,,118.34,42.602,,Y,04032,,313-206NL,"ADPT T-4300NL LF BRZ 1-1/4"" PK JNT CTSxM",4,1/26/2026,170.41,LEG04,K,Transfer
Legend,FW Webb,FREEPORT,ME,80483367,42,LEG,LEG313-406,662545021355,,6.62,2.383,,Y,04032,,LEG114T4500,"INS STIFNR T-4500 SS 1-1/4"" CTS AND 1"" IPS",2,1/26/2026,4.77,LEG04,K,Transfer
Legend,FW Webb,NEW HAVEN,CT,80482087,45,LEG,LEG102-613,662545000985,,14.31,5.358,,Y,06519,,LEG12GBV,"B/V T-3001 BLU TOP GAS MA CODE 1/2"" F",4,1/26/2026,21.43,LEG22,G,Transfer
Legend,FW Webb,NEW HAVEN,CT,80481843,45,LEG,LEG850-204,662545128931,,38.44,0.733,,,06519,,850-204,"RDNT PEX TBNG STICK 3/4""x20' RED",20,1/26/2026,14.67,LEG29,H,Transfer
Legend,FW Webb,NEW HAVEN,CT,80481838,45,LEG,LEG500-34-20B,662545118093,,22.93,0.429,,,06519,,500-34-20B,"PEX TBNG PE-RT STICK 3/4""X20' BLU F1807",20,1/26/2026,8.59,LEG88,P,Transfer
Legend,FW Webb,NEW HAVEN,CT,80481838,45,LEG,LEG500-34-20R,662545118109,,22.93,0.429,,,06519,,500-34-20R,"PEX TBNG PE-RT STICK 3/4""x20' RED F1807",20,1/26/2026,8.59,LEG88,P,Transfer
Legend,FW Webb,NEW HAVEN,CT,80481838,45,LEG,LEG500-12-20R,662545117959,,12.43,0.233,,,06519,,500-12-20R,"PEX TBNG PE-RT STICK 1/2""x20' RED F1807",20,1/26/2026,4.65,LEG88,P,Transfer
Legend,FW Webb,GILFORD,NH,80483498,46,LEG,LEG102-614,662545000992,,22.32,8.236,,Y,03249-6922,,LEG34GBV,"B/V T-3001 BLU TOP GAS MA CODE 3/4"" F",1,1/26/2026,8.24,LEG22,G,Transfer
Legend,FW Webb,GILFORD,NH,80483590,46,LEG,LEG102-614,662545000992,,22.32,8.236,,Y,03249-6922,,LEG34GBV,"B/V T-3001 BLU TOP GAS MA CODE 3/4"" F",1,1/26/2026,8.24,LEG22,G,Transfer
Legend,FW Webb,GILFORD,NH,80483593,46,LEG,LEG102-613,662545000985,,14.31,5.255,,Y,03249-6922,,LEG12GBV,"B/V T-3001 BLU TOP GAS MA CODE 1/2"" F",2,1/26/2026,10.51,LEG22,G,Transfer
Legend,FW Webb,SYRACUSE,NY,80480585,49,LEG,LEG500-12-20B,662545117935,,12.43,0.202,,,13211,,500-12-20B,"PEX TBNG PE-RT STICK 1/2""x20' BLU F1807",20,1/26/2026,4.04,LEG88,P,Transfer
Legend,FW Webb,SYRACUSE,NY,80479186,49,LEG,LEG102-613,662545000985,,14.31,5.152,,Y,13211,,LEG12GBV,"B/V T-3001 BLU TOP GAS MA CODE 1/2"" F",1,1/26/2026,5.15,LEG22,G,Transfer
Legend,FW Webb,SYRACUSE,NY,80480694,49,LEG,LEG102-613,662545000985,,14.31,5.152,,Y,13211,,LEG12GBV,"B/V T-3001 BLU TOP GAS MA CODE 1/2"" F",2,1/26/2026,10.3,LEG22,G,Transfer
Legend,FW Webb,SYRACUSE,NY,80480694,49,LEG,LEG102-614,662545000992,,22.32,8.035,,Y,13211,,LEG34GBV,"B/V T-3001 BLU TOP GAS MA CODE 3/4"" F",1,1/26/2026,8.04,LEG22,G,Transfer
Legend,FW Webb,SYRACUSE,NY,80480694,49,LEG,LEG301-106PNL,662545136387,,76.34,27.482,,Y,13211,,301-106PNL,"D/U P-571-NL 1-1/4"" LF STL PRSxF",1,1/26/2026,27.48,LEG12,P,Transfer
Legend,FW Webb,EAST SYRACUSE,NY,80480677,49,LEG,LEG462-716NL,662545128054,,34.02,12.25,,,13057-1076,,462-716NL,"ADPT 1-1/4"" PEXxF NO LD FBRS CLD EXP F1960",32,1/26/2026,392,LEG93,H,Transfer
Legend,FW Webb,CORTLAND,NY,80480693,49,LEG,LEG8330P-10-5,662545123820,,907.07,326.545,,,13045,,8330P-10-5,MNFLD W/PRG SS 5 PRT,1,1/26/2026,326.55,LEG29,H,Transfer
Legend,FW Webb,MALDEN,MA,80482524,51,LEG,LEG102-614,662545000992,,22.32,8.035,,Y,02148,,LEG34GBV,"B/V T-3001 BLU TOP GAS MA CODE 3/4"" F",1,1/26/2026,8.04,LEG22,G,Transfer
Legend,FW Webb,MALDEN,MA,80482493,51,LEG,LEG102-613,662545000985,,14.31,5.152,,Y,02148,,LEG12GBV,"B/V T-3001 BLU TOP GAS MA CODE 1/2"" F",2,1/26/2026,10.3,LEG22,G,Transfer
Legend,FW Webb,MALDEN,MA,80479302,51,LEG,LEG114-913PNL,662545138374,,25.15,10.06,,Y,02148,,114-913PNL,"STR STP 1/2x3/8"" LF BRS PRSxCMPRN CP B/V",1,1/26/2026,10.06,LEG91,P,Transfer
Legend,FW Webb,MALDEN,MA,80482468,51,LEG,LEG102-615,662545001005,,46,16.56,,Y,02148,,102-615,"B/V T-3001 BLU TOP GAS MA CODE 1"" F",1,1/26/2026,16.56,LEG22,G,Transfer
Legend,FW Webb,DANVERS,MA,80482548,51,LEG,LEG313-404,662545021331,,4.85,1.746,,Y,01923-3728,,LEG34T4500,"INS STIFNR T-4500 SS 3/4"" CMPRN",6,1/26/2026,10.48,LEG04,K,Transfer
Legend,FW Webb,MANCHESTER,NH,80484703,54,LEG,LEG102-613,662545000985,,14.31,5.281,,Y,03103,,LEG12GBV,"B/V T-3001 BLU TOP GAS MA CODE 1/2"" F",1,1/26/2026,5.28,LEG22,G,Transfer
Legend,FW Webb,WARWICK,RI,80484348,56,LEG,LEG102-614,662545000992,,22.32,8.276,,Y,02888,,LEG34GBV,"B/V T-3001 BLU TOP GAS MA CODE 3/4"" F",1,1/26/2026,8.28,LEG22,G,Transfer
Legend,FW Webb,WARWICK,RI,80484348,56,LEG,LEG102-613,662545000985,,14.31,5.307,,Y,02888,,LEG12GBV,"B/V T-3001 BLU TOP GAS MA CODE 1/2"" F",1,1/26/2026,5.31,LEG22,G,Transfer
Legend,FW Webb,WARWICK,RI,80484934,56,LEG,LEG102-613,662545000985,,14.31,5.307,,Y,02888,,LEG12GBV,"B/V T-3001 BLU TOP GAS MA CODE 1/2"" F",1,1/26/2026,5.31,LEG22,G,Transfer
Legend,FW Webb,WARWICK,RI,80484953,56,LEG,LEG102-614,662545000992,,22.32,8.276,,Y,02888,,LEG34GBV,"B/V T-3001 BLU TOP GAS MA CODE 3/4"" F",1,1/26/2026,8.28,LEG22,G,Transfer
Legend,FW Webb,WARWICK,RI,80484962,56,LEG,LEG102-614,662545000992,,22.32,8.276,,Y,02888,,LEG34GBV,"B/V T-3001 BLU TOP GAS MA CODE 3/4"" F",1,1/26/2026,8.28,LEG22,G,Transfer
Legend,FW Webb,FALMOUTH,MA,80483339,57,LEG,LEG102-614,662545000992,,22.32,8.035,,Y,02540,,LEG34GBV,"B/V T-3001 BLU TOP GAS MA CODE 3/4"" F",1,1/26/2026,8.04,LEG22,G,Transfer
Legend,FW Webb,SEABROOK,NH,80485042,60,LEG,LEG500-34-20B,662545118093,,22.93,0.413,,,03874,,500-34-20B,"PEX TBNG PE-RT STICK 3/4""X20' BLU F1807",20,1/26/2026,8.26,LEG88,P,Transfer
Legend,FW Webb,SEABROOK,NH,80485230,60,LEG,LEG102-613,662545000985,,14.31,5.152,,Y,03874,,LEG12GBV,"B/V T-3001 BLU TOP GAS MA CODE 1/2"" F",1,1/26/2026,5.15,LEG22,G,Transfer
Legend,FW Webb,SEABROOK,NH,80485230,60,LEG,LEG102-614,662545000992,,22.32,8.035,,Y,03874,,LEG34GBV,"B/V T-3001 BLU TOP GAS MA CODE 3/4"" F",1,1/26/2026,8.04,LEG22,G,Transfer
Legend,FW Webb,FRANKLIN,NH,80485267,68,LEG,LEG102-613,662545000985,,14.31,5.281,,Y,03235,,LEG12GBV,"B/V T-3001 BLU TOP GAS MA CODE 1/2"" F",-2,1/26/2026,-10.56,LEG22,G,Transfer
Legend,FW Webb,NEW BEDFORD,MA,80483152,72,LEG,LEG114-913PNL,662545138374,,25.15,10.06,,Y,02745-5100,,114-913PNL,"STR STP 1/2x3/8"" LF BRS PRSxCMPRN CP B/V",10,1/26/2026,100.6,LEG91,P,Transfer
Legend,FW Webb,BELLINGHAM,MA,80482042,73,LEG,LEG114-913PNL,662545138374,,25.15,10.06,,Y,02019,,114-913PNL,"STR STP 1/2x3/8"" LF BRS PRSxCMPRN CP B/V",2,1/26/2026,20.12,LEG91,P,Transfer
Legend,FW Webb,ALLENTOWN,PA,80483271,81,LEG,LEG102-513,662545001043,,23.88,8.597,,Y,18109,,102-513,"B/V T-3100 BLU TOP GAS W/SDTAP 1/2"" F",4,1/26/2026,34.39,LEG22,G,Transfer
Legend,FW Webb,ALLENTOWN,PA,80483287,81,LEG,LEG107-544PNL,662545141053,,18.38,6.617,,,18109,,107-544PNL,"BLR DRN R-670PNL POS QTR TRN 3/4"" PRSxGHT",2,1/26/2026,13.23,LEG23,H,Transfer
Legend,FW Webb,ALLENTOWN,PA,80483287,81,LEG,LEG107-544NL,,,25.49,9.818,,,18109,,107-544NL,"BLR DRN 3/4"" QTR TRN LF",2,1/26/2026,19.64,LEG87,P,Transfer
Legend,FW Webb,ALLENTOWN,PA,80483288,81,LEG,LEG107-544NL,,,25.49,9.818,,,18109,,107-544NL,"BLR DRN 3/4"" QTR TRN LF",2,1/26/2026,19.64,LEG87,P,Transfer
Legend,FW Webb,ALLENTOWN,PA,80483288,81,LEG,LEG107-543NL,,,21.69,8.355,,,18109,,107-543NL,"DRN BLR 1/2""LF",2,1/26/2026,16.71,LEG87,P,Transfer
Legend,FW Webb,ALLENTOWN,PA,80483295,81,LEG,LEG107-544NL,,,25.49,9.818,,,18109,,107-544NL,"BLR DRN 3/4"" QTR TRN LF",2,1/26/2026,19.64,LEG87,P,Transfer
Legend,FW Webb,HINGHAM,MA,80482018,87,LEG,LEG102-614,662545000992,,22.32,8.035,,Y,02043,,LEG34GBV,"B/V T-3001 BLU TOP GAS MA CODE 3/4"" F",2,1/26/2026,16.07,LEG22,G,Transfer
